Date,Location,Minimum Temperature,Maximum Temperature,Evaporation,Sunshine
2016-05-03,Sydney,12.8,26.4,3.4,10.4
2016-05-04,Sydney,16,26.2,8,10.2
2016-05-05,Sydney,13.5,22.4,4,10.1
2016-05-06,Sydney,14,26.7,3.4,9.9
2016-05-07,Sydney,12.4,22.9,5.6,8.7
2016-05-08,Sydney,15.3,20.8,1.4,0.01
2016-05-09,Sydney,18,22.2,1,0.01
2016-05-10,Sydney,17.3,24.6,4.4,9.7
2016-05-11,Sydney,12.6,23.1,8,7.5
2016-05-12,Sydney,13.7,24.5,6,9.1
2016-05-13,Sydney,13.9,25.9,4,10
2016-05-14,Sydney,12.4,26.6,7.2,10.2
2016-05-15,Sydney,13.2,24.4,2.2,5.2
2016-05-16,Sydney,13.6,22.9,3.2,9.1
2016-05-17,Sydney,16.3,28.2,4.8,8.9
2016-05-18,Sydney,12.7,21.9,6.6,3
2016-05-19,Sydney,11.9,23.2,4,9.9
2016-05-20,Sydney,12.8,24.9,4,9.2
2016-05-21,Sydney,13.6,21.5,3.4,4.4
2016-05-22,Sydney,14.5,22,2,9.1
2016-05-23,Sydney,15.2,26.8,4,9.2
2016-05-24,Sydney,12.1,22.3,7.6,9.9
2016-05-25,Sydney,10.4,21.2,3.2,8.7
2016-05-26,Sydney,12.9,20.2,4.6,4.8
2016-05-27,Sydney,12.8,18.6,4,9.9
2016-05-28,Sydney,9.8,14.8,5.6,2.1
2016-05-29,Sydney,9.2,19.3,1.6,9.8
2016-05-30,Sydney,7.3,19.9,2.6,9.5
2016-05-31,Sydney,8.7,17.5,2.2,1.7
2016-06-01,Sydney,10.9,17.9,0.6,1.4
2016-06-02,Sydney,11.1,19.1,2.4,8.7
2016-06-03,Sydney,11.7,18.3,2.4,1.3
2016-06-04,Sydney,13.3,21.1,0.01,0.01
2016-06-05,Sydney,16.3,19.7,0.01,0.01
2016-06-06,Sydney,13.7,18.4,12.6,2.2
2016-06-07,Sydney,11.3,19.9,5.2,3.6
2016-06-08,Sydney,10.9,20.7,1.8,9.3
2016-06-09,Sydney,13.8,22,4.8,6
2016-06-10,Sydney,13.1,21.4,6.2,9.1
2016-06-11,Sydney,10.1,19.8,3.2,8.7
2016-06-12,Sydney,7.9,18.1,5.4,8.3
2016-06-13,Sydney,8.5,20.3,1,6.5
2016-06-14,Sydney,9.9,21.2,2.2,9.6
2016-06-15,Sydney,9.1,20.5,3.4,8.2
2016-06-16,Sydney,10.2,22.2,2.2,9.6
2016-06-17,Sydney,12.7,19.3,3.6,1.4
2016-06-18,Sydney,14.7,21.1,3.6,3.4
2016-06-19,Sydney,14.5,19.5,0.8,0.01
2016-06-20,Sydney,15,20.4,2.2,3.5
2016-06-21,Sydney,14.9,18.4,6,5.5
2016-06-22,Sydney,12.8,19.7,4.4,9
2016-06-23,Sydney,9.4,18.5,5,8.2
2016-06-24,Sydney,12.7,16.3,3.8,6.5
2016-06-25,Sydney,7.3,15.1,5.4,9.6
2016-06-26,Sydney,5.6,15.3,3.6,5.2
2016-06-27,Sydney,7.4,11.7,2.2,0.01
2016-06-28,Sydney,7.7,17.3,1.4,8.9
2016-06-29,Sydney,6.7,18.8,4,9.6
2016-06-30,Sydney,5.4,16.5,1.8,0.01
2016-07-01,Sydney,7.7,16.7,4,0.01
2016-07-02,Sydney,8.2,18.2,2.8,9.5
2016-07-03,Sydney,6.5,18.1,3.6,9.5
2016-07-04,Sydney,6.4,15.6,3.4,7.5
2016-07-05,Sydney,7.5,18.8,0.6,5.8
2016-07-06,Sydney,9.5,17.7,4.4,4.8
2016-07-07,Sydney,12.9,17.2,6.4,1.6
2016-07-08,Sydney,12.4,15.6,0.01,0.01
2016-07-09,Sydney,8.7,18,0.6,5.2
2016-07-10,Sydney,10.5,17.9,1.8,7.3
2016-07-11,Sydney,11.8,18.6,3.2,0.3
2016-07-12,Sydney,14.8,20.2,1.2,7.8
2016-07-13,Sydney,9.6,14,8,9.8
2016-07-14,Sydney,6.7,17,5.2,9.6
2016-07-15,Sydney,6.4,17.7,3,9.5
2016-07-16,Sydney,6.9,18.9,1.8,4.7
2016-07-17,Sydney,9.2,18.8,1.8,3.2
2016-07-18,Sydney,11,24.2,1.2,8.9
2016-07-19,Sydney,11.4,24.9,3.2,6.2
2016-07-20,Sydney,16.5,16.9,2.4,0.01
2016-07-21,Sydney,13.9,19.3,1.8,2.6
2016-07-22,Sydney,13.1,25.7,0.2,7.4
2016-07-23,Sydney,14.5,17.4,7.6,10
2016-07-24,Sydney,7.8,14.3,4,5.4
2016-07-25,Sydney,8.4,17.9,4,9.9
2016-07-26,Sydney,10.2,17.9,4.8,9.9
2016-07-27,Sydney,10.8,18.6,5.4,10.1
2016-07-28,Sydney,8.8,19.4,4,10.1
2016-07-29,Sydney,7.3,18.5,4,10.1
2016-07-30,Sydney,8.7,19.8,4.2,10
2016-07-31,Sydney,10.4,20.9,2.8,3.2
2016-08-01,Sydney,10.9,18.4,2.2,0.7
2016-08-02,Sydney,11.5,15.8,1,0.9
2016-08-03,Sydney,10.7,14.6,2.6,0.2
2016-08-04,Sydney,10.8,18.1,9.4,0.01
2016-08-05,Sydney,9.7,16.2,3.2,2.7
2016-08-06,Sydney,9.2,15.5,2.6,2.2
2016-08-07,Sydney,10.3,16.4,0.6,2.6
2016-08-08,Sydney,8.7,19.7,2.6,10.8
2016-08-09,Sydney,8.1,19.1,2,6.9
2016-08-10,Sydney,10.9,25.2,4.8,9.2
2016-08-11,Sydney,11.2,20.3,6.2,10.6
2016-08-12,Sydney,7.1,19.4,6.4,8.6
2016-08-13,Sydney,8.3,20.3,3.2,10.6
2016-08-14,Sydney,9.5,20,5.4,10.5
2016-08-15,Sydney,8.9,19.6,3.2,10.1
2016-08-16,Sydney,9.8,20.3,4,10.5
2016-08-17,Sydney,10.6,24.2,3.8,10.2
2016-08-18,Sydney,11.6,22.9,4.6,10.5
2016-08-19,Sydney,11.2,24.3,0.01,10
2016-08-20,Sydney,11,17.9,6.6,10.7
2016-08-21,Sydney,8.2,20.4,5.2,10.7
2016-08-22,Sydney,9.5,13.8,3,0.2
2016-08-23,Sydney,8.5,18.4,0.6,6.8
2016-08-24,Sydney,11.8,14.7,3.2,0.01
2016-08-25,Sydney,9,17.3,5.2,6.7
2016-08-26,Sydney,7.3,17.3,4.6,7.8
2016-08-27,Sydney,7.4,19.9,2.8,10.7
2016-08-28,Sydney,8.4,20.5,3.8,10.7
2016-08-29,Sydney,8.4,19.6,4,6.1
2016-08-30,Sydney,10.7,19.9,3.2,4.4
2016-08-31,Sydney,13.6,23.6,0.01,2.3
2016-09-01,Sydney,12.1,22.5,4.6,9.2
2016-09-02,Sydney,14.5,18,6.2,0.01
2016-09-03,Sydney,15.4,20.5,2.2,9.1
2016-09-04,Sydney,10.1,21.3,5.6,10.9
2016-09-05,Sydney,10,21.2,3.4,11.1
2016-09-06,Sydney,10,20.5,5,10.8
2016-09-07,Sydney,12.2,22,3.2,8.2
2016-09-08,Sydney,15.4,21.2,3.8,7.1
2016-09-09,Sydney,14.7,22.7,5,8.9
2016-09-10,Sydney,14.1,22.7,7.4,9.3
2016-09-11,Sydney,13,21,6.2,8.7
2016-09-12,Sydney,12.4,20.9,4.2,9.7
2016-09-13,Sydney,16,20.2,5.6,1.5
2016-09-14,Sydney,16,24.6,1.8,3.9
2016-09-15,Sydney,14.1,22.1,6.6,8.1
2016-09-16,Sydney,13.5,22.5,6.8,8.5
2016-09-17,Sydney,10.7,22.4,5.4,8.8
2016-09-18,Sydney,14.2,17.8,6.6,0.01
2016-09-19,Sydney,13.1,21.4,1,10.1
2016-09-20,Sydney,10,20.6,6.4,8.7
2016-09-21,Sydney,14,21.2,4.8,2.9
2016-09-22,Sydney,13.5,20.1,4,4.1
2016-09-23,Sydney,15.2,22,3,8.2
2016-09-24,Sydney,12.5,22.3,4.8,10.1
2016-09-25,Sydney,13.6,22.1,5.2,2.1
2016-09-26,Sydney,12,21.8,4.2,10.1
2016-09-27,Sydney,10.9,23.2,6.2,9.7
2016-09-28,Sydney,10.2,21.3,7.2,11.4
2016-09-29,Sydney,14.2,22.8,5.4,4.2
2016-09-30,Sydney,12.3,20.1,7.2,8.6
2016-10-01,Sydney,12.4,22.1,7.4,10.4
2016-10-02,Sydney,12.5,24.7,8,11.1
2016-10-03,Sydney,18.4,25.6,9,8.3
2016-10-04,Sydney,12.7,23.4,10.2,11.1
2016-10-05,Sydney,11.7,23.7,11,11
2016-10-06,Sydney,13,27.8,7.6,11.1
2016-10-07,Sydney,16,31,8.6,9.3
2016-10-08,Sydney,20.1,22.2,10,7.4
2016-10-09,Sydney,13.8,25.5,7.4,8.4
2016-10-10,Sydney,16.8,33.6,8.4,6.6
2016-10-11,Sydney,12.3,21.3,10.2,11.4
2016-10-12,Sydney,10.7,23.6,6.6,9.3
2016-10-13,Sydney,11.8,18.3,7.4,7.9
2016-10-14,Sydney,9,21.3,8.2,11.6
2016-10-15,Sydney,11.1,23.9,5.6,12.2
2016-10-16,Sydney,15.9,29,10,11
2016-10-17,Sydney,21.7,22.4,11.8,2.4
2016-10-18,Sydney,11.5,25.8,3,12.2
2016-10-19,Sydney,16.2,24.5,11,11.1
2016-10-20,Sydney,16.4,21.6,8,10.3
2016-10-21,Sydney,15.3,25.2,7.4,8.4
2016-10-22,Sydney,16.1,18,8.4,4.1
2016-10-23,Sydney,10.2,19.8,4.8,10.4
2016-10-24,Sydney,10.2,21.5,5.8,12.4
2016-10-25,Sydney,11.4,23.3,6.8,12.3
2016-10-26,Sydney,14.3,27,7.8,8.5
2016-10-27,Sydney,18.4,21.7,8,6.2
2016-10-28,Sydney,14.7,19.6,4.6,0.5
2016-10-29,Sydney,15.3,24.3,1.6,7.9
2016-10-30,Sydney,18.2,25.5,7,4.6
2016-10-31,Sydney,16.1,23.3,6.6,12.9
2016-11-01,Sydney,12.1,24.5,10.6,12.1
2016-11-02,Sydney,13,24.1,7.2,12.8
2016-11-03,Sydney,13.6,25.2,7.4,12.2
2016-11-04,Sydney,15.3,30.6,8.4,12.8
2016-11-05,Sydney,21,25.7,13.4,12.4
2016-11-06,Sydney,15.7,26,14.4,12.3
2016-11-07,Sydney,14.8,28.1,7.6,12.4
2016-11-08,Sydney,21.2,28.3,11,4.1
2016-11-09,Sydney,17.8,22.7,5.2,2.5
2016-11-10,Sydney,16.9,24.6,2.8,10.7
2016-11-11,Sydney,17.8,24.3,7,11.1
2016-11-12,Sydney,18.4,32.5,7.6,9.1
2016-11-13,Sydney,18.9,30.3,8,13
2016-11-14,Sydney,17.4,24.4,15.8,7
2016-11-15,Sydney,15.4,23.2,5.8,9.4
2016-11-16,Sydney,14.3,25.2,5.2,12.7
2016-11-17,Sydney,17.3,23.9,7.4,12.8
2016-11-18,Sydney,16.4,31.4,9.2,12.1
2016-11-19,Sydney,19.3,24.8,8.6,3.7
2016-11-20,Sydney,19.1,25.1,6,8.5
2016-11-21,Sydney,19.7,28.4,7.4,6
2016-11-22,Sydney,21,31,8,9.7
2016-11-23,Sydney,19.8,26.2,10.4,5.9
2016-11-24,Sydney,13.5,23.4,6.6,13.1
2016-11-25,Sydney,14.7,25.5,8.8,13.1
2016-11-26,Sydney,18.1,24.4,8,12.3
2016-11-27,Sydney,19.6,23.5,9.8,1.7
2016-11-28,Sydney,20.3,26.1,6,8.1
2016-11-29,Sydney,19.3,25.3,7.8,7
2016-11-30,Sydney,18.2,25.2,6.4,4.4
2016-12-01,Sydney,18.1,28.5,7.4,8.1
2016-12-02,Sydney,18.7,35.7,6,9.8
2016-12-03,Sydney,21,26.8,11.2,9.7
2016-12-04,Sydney,19.7,26.9,8,9.3
2016-12-05,Sydney,22.1,29.9,7.6,2.9
2016-12-06,Sydney,20.4,23.6,7,0.01
2016-12-07,Sydney,18.6,25.1,1.4,9.3
2016-12-08,Sydney,20.2,27.9,8,12.2
2016-12-09,Sydney,18.1,27.8,13.6,13.4
2016-12-10,Sydney,16.9,23.7,9,9.8
2016-12-11,Sydney,20,26.3,9,11.4
2016-12-12,Sydney,20.9,27.6,10.6,12.4
2016-12-13,Sydney,20.7,37.8,10.2,11.4
2016-12-14,Sydney,27.1,37.2,13.4,2.5
2016-12-15,Sydney,17.4,19.1,8.8,0.01
2016-12-16,Sydney,17.2,25.4,1,0.01
2016-12-17,Sydney,18.5,33.7,1.4,12.7
2016-12-18,Sydney,18.3,21.3,10,0.7
2016-12-19,Sydney,17.7,22.9,7.8,7.1
2016-12-20,Sydney,16.7,27.1,7,12
2016-12-21,Sydney,18.6,26.7,10,10.4
2016-12-22,Sydney,20.3,24.3,9.2,3.7
2016-12-23,Sydney,20.8,24.4,7.6,7.9
2016-12-24,Sydney,19.8,27.2,9.4,4.3
2016-12-25,Sydney,19.1,27.4,4.6,12.8
2016-12-26,Sydney,20.9,29.3,11.2,10.9
2016-12-27,Sydney,21.8,29.6,11.2,6
2016-12-28,Sydney,21.1,28.9,7.8,9.4
2016-12-29,Sydney,22.6,36.6,10.4,4.8
2016-12-30,Sydney,23.9,33.3,9.2,0.5
2016-12-31,Sydney,24.1,30,8.2,4.8
2017-01-01,Sydney,22.7,26.6,6.8,0.01
2017-01-02,Sydney,21.2,26.3,3.4,3.5
2017-01-03,Sydney,18.5,26.6,6.2,8.8
2017-01-04,Sydney,20.1,25.9,7.8,5.6
2017-01-05,Sydney,19.6,24.3,6,0.5
2017-01-06,Sydney,19.9,26.5,3.8,4.8
2017-01-07,Sydney,19.2,26.8,6.6,11.5
2017-01-08,Sydney,19.7,28.5,10.4,11.7
2017-01-09,Sydney,21.3,29.9,9.6,9.2
2017-01-10,Sydney,22.6,31.3,8.2,8.8
2017-01-11,Sydney,24,37.7,7.4,10.9
2017-01-12,Sydney,22.3,28.4,9.4,7.2
2017-01-13,Sydney,23,30.5,8.6,8.9
2017-01-14,Sydney,24.6,32.5,10.6,7.1
2017-01-15,Sydney,22.8,27,8,6.9
2017-01-16,Sydney,21.7,27.2,7.2,12.1
2017-01-17,Sydney,20.8,36.6,10.4,11.9
2017-01-18,Sydney,25.1,38.1,13.8,11.1
2017-01-19,Sydney,20.1,24.5,12.6,0.01
2017-01-20,Sydney,19,29.2,5.8,2.6
2017-01-21,Sydney,20.8,27.4,6.2,9.7
2017-01-22,Sydney,20.4,26.5,9.1,10.7
2017-01-23,Sydney,21.5,32.6,9.6,12.1
2017-01-24,Sydney,24.5,37,12,2.6
2017-01-25,Sydney,20.6,24.3,10.2,0.3
2017-01-26,Sydney,20.7,25.5,2.8,0.4
2017-01-27,Sydney,20.4,27.1,4.2,6
2017-01-28,Sydney,20.4,29.7,5.4,12.2
2017-01-29,Sydney,22.3,30.2,11.4,6.8
2017-01-30,Sydney,23.1,34.3,6,12
2017-01-31,Sydney,25.4,39.4,11.8,4.8
2017-02-01,Sydney,20.3,23.6,9.2,0.01
2017-02-02,Sydney,20.8,27.1,0.01,6
2017-02-03,Sydney,22.3,26.4,6.6,0.1
2017-02-04,Sydney,22.7,30.4,4.4,7.2
2017-02-05,Sydney,25.8,34.9,9.6,7
2017-02-06,Sydney,26.2,34.7,11.8,10.9
2017-02-07,Sydney,22.1,24.9,8.2,1.3
2017-02-08,Sydney,20.7,27,3.4,5.9
2017-02-09,Sydney,22.5,30.9,5.2,11.8
2017-02-10,Sydney,23.7,37.5,10,12
2017-02-11,Sydney,23.9,36.2,11,11.4
2017-02-12,Sydney,24.5,31.9,10.4,7.8
2017-02-13,Sydney,17.8,27.3,7,12.8
2017-02-14,Sydney,21.6,24,9,1.9
2017-02-15,Sydney,18,26.1,1.2,10.1
2017-02-16,Sydney,19.5,30,8,11.1
2017-02-17,Sydney,22.6,29.9,11.2,6.6
2017-02-18,Sydney,21.8,29.4,5.4,7
2017-02-19,Sydney,18.6,26.1,6.4,7.9
2017-02-20,Sydney,17.5,28.3,8,12.5
2017-02-21,Sydney,16.9,27.6,10.4,11.7
2017-02-22,Sydney,19.3,27.7,7,12.2
2017-02-23,Sydney,21.6,28.1,11.6,11.5
2017-02-24,Sydney,21.8,28,10.6,5.7
2017-02-25,Sydney,18.6,20.8,4.4,0.01
2017-02-26,Sydney,18.3,25.5,5.8,5.3
2017-02-27,Sydney,18.7,26.6,7.6,7.5
2017-02-28,Sydney,20.7,26.7,5.6,9.2
2017-03-01,Sydney,20.6,27.2,7.2,2.2
2017-03-02,Sydney,20.5,26.3,3.6,7.6
2017-03-03,Sydney,20.7,24.8,5.2,1.4
2017-03-04,Sydney,19.9,23.3,4,0.2
2017-03-05,Sydney,20.1,23,2.4,0.01
2017-03-06,Sydney,19.6,25.7,4,7.7
2017-03-07,Sydney,18.8,23.2,9.4,3.6
2017-03-08,Sydney,16.9,23.5,8.8,1.4
2017-03-09,Sydney,17.9,25.1,5.4,2.7
2017-03-10,Sydney,17.3,25.8,5.4,7.4
2017-03-11,Sydney,16.9,26.1,5,10.7
2017-03-12,Sydney,17.4,26.4,7.2,10.6
2017-03-13,Sydney,22.2,27.4,7.2,6.2
2017-03-14,Sydney,22.6,25.9,7.6,0.5
2017-03-15,Sydney,19.8,25.9,0.01,5.5
2017-03-16,Sydney,21.9,24.9,7.6,1
2017-03-17,Sydney,20,22.7,3,1.3
2017-03-18,Sydney,19.3,25.8,2.8,3.6
2017-03-19,Sydney,21.6,26.2,0.01,5.5
2017-03-20,Sydney,23.7,27.9,8.4,4.4
2017-03-21,Sydney,23.3,27.1,5.2,1.5
2017-03-22,Sydney,22.3,31.9,6,4.4
2017-03-23,Sydney,20.7,23.3,0.01,0.2
2017-03-24,Sydney,18.5,24.1,7.8,5.5
2017-03-25,Sydney,19.2,24.5,3.2,4.9
2017-03-26,Sydney,18.9,26.5,3,11
2017-03-27,Sydney,19.2,27,5.8,11
2017-03-28,Sydney,21.2,23.8,7.4,0.01
2017-03-29,Sydney,21.4,28.8,2.4,8.4
2017-03-30,Sydney,22.5,26,7.4,0.01
2017-03-31,Sydney,15.3,22.6,0.01,9.9
2017-04-01,Sydney,14.5,25.6,0.01,10.7
2017-04-02,Sydney,17,22,0.01,5.8
2017-04-03,Sydney,14.8,22,4.2,1.5
2017-04-04,Sydney,14.9,22.8,0.4,6.4
2017-04-05,Sydney,14.1,23.3,5.4,10.2
2017-04-06,Sydney,13.2,23.4,6,8.7
2017-04-07,Sydney,14.1,23.8,3.4,10.6
2017-04-08,Sydney,14.9,24.9,5,9.8
2017-04-09,Sydney,15.5,28.7,7,9.6
2017-04-10,Sydney,11.7,17.9,7.8,6.1
2017-04-11,Sydney,13.8,23,3.6,2.1
2017-04-12,Sydney,15,22.7,4.2,2.8
2017-04-13,Sydney,15.3,23.6,2.4,9.2
2017-04-14,Sydney,13.9,24.7,4,10.8
2017-04-15,Sydney,13.2,23.8,5.2,9.8
2017-04-16,Sydney,15.2,26.9,4.4,8.1
2017-04-17,Sydney,14.2,24.1,3,8.9
2017-04-18,Sydney,16,24.3,4,9.3
2017-04-19,Sydney,15.2,24.9,4.6,6.1
2017-04-20,Sydney,16.2,24,3.8,9.9
2017-04-21,Sydney,14.4,23.9,4,7.2
2017-04-22,Sydney,17.7,24.1,4.2,3.5
2017-04-23,Sydney,15.9,26.7,3.6,9.5
2017-04-24,Sydney,15.7,23.9,3,10
2017-04-25,Sydney,18.2,26.7,4.4,3
2017-04-26,Sydney,16.9,24.8,4.6,7.9
2017-04-27,Sydney,12.1,20,7,8.2
2017-04-28,Sydney,10.2,21.8,5,10.4
2017-04-29,Sydney,10.8,22.7,3.6,10.5
2017-04-30,Sydney,14,22.6,3,7.8
2017-05-01,Sydney,13.2,25.6,4,9.5
2017-05-02,Sydney,14.6,23.9,5,8.4
2017-05-03,Sydney,14.9,18.4,5,3.4
2017-05-04,Sydney,11.8,20,3.8,3.3
2017-05-05,Sydney,12.7,21.6,2.4,8.5
2017-05-06,Sydney,12.7,26.2,4,8.4
2017-05-07,Sydney,14.6,22.2,4,10
2017-05-08,Sydney,10.2,20.1,0.01,9.9
2017-05-09,Sydney,10.7,21,9.6,7.5
2017-05-10,Sydney,10.5,21.7,3.4,10
2017-05-11,Sydney,10.9,22.1,2,8.5
2017-05-12,Sydney,12.5,19.6,2.6,1.7
2017-05-13,Sydney,14,21.3,0.6,7.3
2017-05-14,Sydney,14.7,18.7,4,0.3
2017-05-15,Sydney,13.1,20.8,1.6,5.5
2017-05-16,Sydney,11.1,21.9,3,9.9
2017-05-17,Sydney,9.8,20.2,3.4,9.5
2017-05-18,Sydney,12.6,21.5,3.6,6.4
2017-05-19,Sydney,14.8,20.4,1.4,0.5
2017-05-20,Sydney,16.7,23.2,1,5.4
2017-05-21,Sydney,13.8,23.5,4,9.2
2017-05-22,Sydney,13,21,1,6.9
2017-05-23,Sydney,14.7,22.6,2.4,8.8
2017-05-24,Sydney,14.8,22.7,3.4,9
2017-05-25,Sydney,11.6,21.4,5.6,9.6
2017-05-26,Sydney,10.6,20.8,1.8,9.8
2017-05-27,Sydney,12.6,20.6,2.8,7
2017-05-28,Sydney,11.9,23.7,2.4,8.4
2017-05-29,Sydney,11.4,18.3,5.2,9.4
2017-05-30,Sydney,7.1,17.1,3.4,9.7
2017-05-31,Sydney,9.7,16.3,3.4,7.8
2017-06-01,Sydney,8,18.3,4.8,9.7
2017-06-02,Sydney,8.5,18.1,3.2,4.8
2017-06-03,Sydney,10.7,17.4,3.4,2.1
2017-06-04,Sydney,10.5,19.7,0.6,6.8
2017-06-05,Sydney,9.4,19.6,2.8,9.4
2017-06-06,Sydney,9.1,17.9,2.2,7.2
2017-06-07,Sydney,8.8,15.5,2.6,0.01
2017-06-08,Sydney,12.4,18.1,1.8,1.3
2017-06-09,Sydney,10.4,18.9,1.6,4.8
2017-06-10,Sydney,12.5,18.1,3.6,0.2
2017-06-11,Sydney,12.5,17.2,1.6,0.2
2017-06-12,Sydney,11.3,20.4,0.8,7.5
2017-06-13,Sydney,9.5,18.7,2.2,9.1
2017-06-14,Sydney,11.1,17.8,1.8,2.9
2017-06-15,Sydney,10.7,20.1,1.2,6.4
2017-06-16,Sydney,11.9,17.3,1.6,0.2
2017-06-17,Sydney,13.2,19.1,1,0.2
2017-06-18,Sydney,11.3,18,2,6.3
2017-06-19,Sydney,11.2,18.3,2.2,1.9
2017-06-20,Sydney,11.3,20,2.2,5.8
2017-06-21,Sydney,8.6,19.6,2,7.8
2017-06-22,Sydney,9.3,19.2,2,9.2
2017-06-23,Sydney,9.4,17.7,2.4,2.7
2017-06-24,Sydney,10.1,19.3,1.4,9.3
2017-06-25,Sydney,7.6,19.3,3.4,9.4
